"x1" "x2" "x3" "x4" "x5" "x6" "x7" "x8"
2.89582787673268 8.60773493007577 7.0752582011719 23.4472275952558 8.60318726518001 0.512898907996714 20.7956295689755 18.9455330488272
2.89148987220295 8.09363704950134 8.90623417267771 27.7070278594808 6.9796772627133 0.727069813758135 19.8918973866846 10.3907956462353
3.9111651092976 7.32559531351167 8.05292490354471 21.3317835813004 8.19774016773684 4.82463295360036 19.4377853157885 10.7512123510242
3.51794911849661 9.99310373461239 7.85269965339445 18.7239772093933 8.81387755957459 0.240698051638901 20.7143403421328 17.246292817872
2.90925923590956 7.53469475721141 7.92738893150956 12.9998266464976 8.858586047689 1.43893139428439 19.8228423337649 12.1256538527086
2.88832071019234 8.69533150131745 7.95204871968261 23.6053348719818 8.40729462034634 0.995216552024048 19.0623863953815 10.1655320823193
2.77775257180837 8.19595916483681 8.28178095892972 25.0333849917523 7.05222510048785 0.412877563387156 19.1402041519917 13.2565646548755
3.74113621284872 6.24813043341141 6.18812743885849 15.4811410734684 7.81510450296044 0.10255500323421 20.1252382874052 14.3855935684405
2.37899486480423 8.91872472353339 8.89258281551911 20.2464348379306 8.3435485303421 4.54460581739373 20.4147638863209 10.2141108852811
3.77155224362109 9.28922532785161 7.88219028289578 20.7069633247387 7.88886119281795 0.129230744011755 20.740075909336 19.7960098111071
2.94322488424211 8.56309809887544 7.40072250761318 15.6630744178301 8.41998628666773 1.99367645374479 19.8697712430888 16.6788269695826
2.43952637542601 6.6095742832223 7.49912525529783 17.1452240289329 8.48915558765629 0.481373591099267 19.806426075929 18.2508956058882
4.39222666501084 7.17385034114442 7.47417512466184 16.7831551589375 6.08754430498125 8.54408285716429 19.1735054886982 10.424909030553
3.05692704050807 8.54278935330372 7.46815523557811 20.3381789412447 8.47234959457471 1.72392265490236 18.8027058577082 15.3874843986705
5.14392767129985 8.4561179957275 5.25530473439309 16.0975870597825 8.57016808651085 0.322678945652912 18.9014162914706 17.1112865395844
4.51639571713176 7.81997097706667 6.4802491041157 16.174033593567 7.15436057883 0.594041445292532 21.0299397806799 15.0227720313706
3.14361042942002 8.35719608743102 7.37469072193408 29.0876336949271 8.24158125669053 4.12334626896267 20.481339802946 10.5857748817652
3.8951345507 8.24509037479863 8.7162519046413 22.6995274929576 6.68060055113598 1.69504651694836 19.7711289978469 18.4709704946727
3.13437127894948 7.83176320063432 7.61632677631556 24.4241334197759 8.03380112841212 0.603658654727042 18.7837682586369 14.2825989006087
3.56011291446523 7.68471726585772 8.57454073626106 19.0679451802007 8.59146106556081 11.9781524830296 20.6840062184104 17.6466601458378
4.92378509532545 7.62777850234986 7.54400100097771 25.5546267141894 8.38018511210198 1.30867151543498 19.8721938810713 19.6523395902477
2.87825945636478 8.79755391581539 7.38922205611966 26.1417844275628 8.25158732597967 0.393394854851067 20.22435198365 15.1150545175187
2.55228038355758 7.53910665004478 8.07508872442545 25.0022063371579 7.78764765154121 2.62204993230129 19.5564800810133 18.7268424732611
2.86036296255169 6.93185208317882 9.3830558095814 24.8273630953023 8.2417822216192 1.65494935206118 20.2396599767704 19.0221502864733
2.36605990174211 7.68250503905255 6.29409266611629 19.7586767958388 7.97496987922325 1.81622889443281 19.665685223618 14.5324330567382
4.44047975207676 8.54174549343032 7.38182952883296 19.6561169509928 8.10934883994813 1.51772366304511 20.0362984410453 10.4627763014287
3.34476433377138 5.96801553249646 7.39991890508734 22.0624563698619 7.75373415604771 1.05607563536614 21.2652519741628 16.081535781268
2.25316327394057 7.68140071321582 8.83273841055315 23.4083859631651 7.29856371980203 3.06047546203324 19.7610859613119 16.0967462020926
2.40870712653538 7.95695217459792 8.14020107038299 15.4138370077909 7.73488432991465 0.684976974502206 19.1040506468914 18.7461416656151
2.38052566487554 7.03813667049929 6.73654679795526 23.3156878886158 8.67865191804961 7.93400702956033 19.9369132671279 15.7501343800686
3.04261545261965 8.28767510863507 6.90841312816741 20.9525662976695 8.9430511694918 3.58676416782622 19.1474788648263 14.6071228710935
3.00657692656381 9.80993094049546 7.85429135698178 24.9789305675663 7.78390961800592 0.605056112696691 20.8509764090259 10.8353433408774
3.45786936791867 7.90374663729931 7.14734065194321 15.4137411013224 6.95016927203816 1.50226414061334 20.2754702851642 12.9470199486241
3.94215021245169 8.37161767088972 7.74510490877687 23.4370406172615 8.59522677424633 0.774058858864009 18.9069759046143 13.3712294767611
2.52219685747439 8.42076916610403 9.38767262018589 22.7929437378395 7.9634306221912 1.02908735766344 20.1833319045924 13.5483074351214
4.26478337729501 7.75647338679488 8.45639678928175 21.6349698071615 8.73948036389448 4.71817214093222 20.8216490366359 13.9092610962689
2.80819052507065 8.37839345505837 8.88144804149687 22.116947210929 7.42703883147719 0.935819622129202 21.9312266292173 10.7781436457299
3.39553081210119 8.48051683840472 7.20325424464751 20.3814906916783 6.94653934282097 2.53464971424248 18.8043532720533 12.748769687023
3.11172961640618 9.33512464187498 8.22970794054897 16.375878683556 7.78132468204543 0.376201855834245 20.0883660249082 11.9009710964747
3.16766124071489 8.48902713158262 8.28385193936781 21.8553059701551 8.42258245215449 0.550280872732401 21.5605801341367 12.6791220274754
3.11037489335312 9.38199747888227 7.35510203060527 17.6066771270661 8.05744766000983 0.0879473704844713 18.0057386904073 12.6144072180614
5.00392080123642 6.46505994755301 8.96646152824157 18.0291868572565 8.4668612310122 1.12876172177494 18.9305495814717 15.3506005508825
3.64155413722622 6.42546053134949 8.37650283696444 15.8403630244874 6.52697163753707 2.60252322686632 20.8891842168296 16.3074748334475
4.35794201267521 7.35058847618333 8.40073121576938 18.3351123936113 7.40611873759183 0.967640975410963 19.6232078823869 12.8611622611061
3.48373352481266 6.71902626094069 8.1861393843733 17.9593848377516 7.41638632728854 0.0720545353072298 19.9158690056174 14.5967729948461
2.80873686554696 8.62127103946598 8.91604292590992 18.6761289061903 8.84707981818984 2.75377447894754 19.9456358916598 17.6751043950208
3.33721218651246 8.79796587131995 8.56660430366443 13.8604843721761 8.83664443419573 0.51991822386862 22.2346761221327 11.3811789778993
4.09266806475451 9.10582859601806 7.6692629514755 23.9298325228563 7.12235510098244 6.13596583869229 19.4949247485012 16.2673386605456
3.07438664265977 7.38832921571516 8.30828530280764 16.4886109242475 7.9241278284539 4.07958826778417 19.2146374554113 14.6931237494573
